"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse"
"70","lqdDiBl6IUTWb7AFn3B8","9/25/2023",17:24:45,"WBB007","Countermovement Jump",NA,NA,693.421,0.257,158.7397,-0.147,17321.4286,-14607.7665,2147,309.6243,1522.6429,219.5842,2147,309.6243,1685.975,243.1387,2213,319.1423,0.306,55.6364,0.084,15.2727,0.16,29.0909,0.453,0.55,68.9191,159.8671,397.981,228.7863,2.3196,-0.6504,-0.9816,1.5118,2.2457,2.3615,-856.3619,-12.1152,-1185.1245,-16.7663,2167.0908,30.6584,52.0601,3679.872,0.7918,1082,1065,-0.3925,758.3333,764.3095,2.1238,1130,1083,2.3228,862.5688,823.4063,0.756,8726.1905,8595.2381,-0.7934,4.5324,690,-32685.8386,4628,917.4058,667.4156,9.2481,2528,2100,9.8488,503.8797,413.5261,17.9472,0.8236,0.4674,127.1665,1.7991,0.975,270.8145,3.8313,2.2617
"71","5kMqdc0rrPeddGujJmrI","9/18/2023",17:25:24,"WBB007","Countermovement Jump",NA,NA,687.528,0.3073,172.0789,-0.207,12427.1845,-9487.4748,1964,285.6611,1491.2136,216.895,1963,285.5156,1582.8964,230.2301,1966,285.952,0.265,47.2371,0.103,18.3601,0.193,34.4029,0.503,0.561,82.1326,173.7656,459.4065,255.8982,2.1157,-0.7693,-1.1868,1.5539,2.4553,2.5468,-1008.0258,-14.383,-1399.1204,-19.9634,2167.2163,30.9229,51.41,3603.0383,4.432,1025,938,7.273,799.835,691.3786,4.2726,1025,941,2.7211,812.9845,769.9119,-0.1562,6203.8835,6223.301,13.6133,5.3113,790,-22146.1026,4417,909.6506,642.4466,-1.6074,2173,2244,10.6927,503.4582,406.1924,19.3206,0.8966,0.5477,152.948,2.1823,1.1719,306.4585,4.3727,2.4794
"72","evQ4jKh7vGQGP8PePX9E","9/18/2023",17:25:16,"WBB007","Countermovement Jump",NA,NA,689.459,0.3063,172.2909,-0.1991,12304.7619,-9946.0325,1980,287.1817,1423.0286,206.3979,1980,287.1817,1610.3316,233.5645,2002,290.3726,0.339,53.7242,0.105,16.6403,0.187,29.6355,0.496,0.631,76.3718,173.1767,450.8705,249.5485,2.2675,-0.7183,-1.0899,1.5777,2.4514,2.5533,-892.7785,-12.7029,-1214.8843,-17.286,2221.4778,31.6084,52.7463,3707.0757,4.4444,1034,946,7.1745,762.5619,660.4667,4.2957,1044,958,4.2433,839.3316,771,-2.322,6009.5238,6295.2381,13.4596,8.1407,810,-28539.9577,3962,897.9716,574.6535,10.9036,2197,1765,17.2137,526.2728,371.6988,29.387,0.7861,0.4854,148.765,2.1167,1.0867,302.1055,4.2985,2.4641
"73","E0XOxXxF0mClyr7x14HJ","9/11/2023",17:25:02,"WBB007","Countermovement Jump",NA,NA,694.046,0.3032,172.5648,-0.1785,11451.9231,-10543.0706,1882,271.1636,1381.5192,199.053,1882,271.1636,1631.6793,235.0967,2049,295.2254,0.284,49.6503,0.104,18.1818,0.184,32.1678,0.495,0.572,70.8952,173.452,444.2325,244.3473,2.4466,-0.6567,-1.0052,1.5666,2.4391,2.5458,-799.4376,-11.2997,-1090.2435,-15.4101,2235.6276,31.5995,52.9264,3744.4792,7.9702,1016,866,11.3031,768.8365,612.6827,4.8316,1074,975,3.976,848.2772,783.4022,4.45,5980.7692,5471.1538,20.3567,7.6746,NA,0,4867,581.4225,701.2503,1.8697,2479,2388,29.9862,377.8845,203.538,NA,0.8654,0.5301,143.076,2.0223,1.0021,301.1565,4.2567,2.4517
"74","dqRZMwC9BOrKWapg0SjU","9/11/2023",17:24:52,"WBB007","Countermovement Jump",NA,NA,694.304,0.3137,175.5809,-0.1849,14031.25,-11088.3602,2050,295.2597,1468.3438,211.4843,2047,294.8276,1667.9558,240.2342,2089,300.8768,0.434,61.0408,0.096,13.5021,0.181,25.4571,0.5,0.711,73.6268,177.24,443.189,250.8668,2.4073,-0.6987,-1.0542,1.6012,2.4808,2.5874,-894.841,-12.6434,-1201.7964,-16.9805,2319.6556,32.775,55.1341,3902.124,2.1983,1046,1001,9.9198,807,661.3438,3.0158,1076,1013,2.6936,856.442,811.5138,-9.1314,6375,7656.25,18.1995,5.2483,760,-39299.6596,4842,923.4039,697.389,-5.3284,2292,2550,11.8627,516.4724,406.9316,21.2138,0.7032,0.4412,140.28,1.9821,1.0403,302.909,4.2799,2.5043
"75","0n0Gj5skYpQ1ZwXDr6dz","10/16/2023",08:28:35,"WBB008","Countermovement Jump",NA,NA,936.923,0.1971,187.8187,-0.2089,5751.5924,-8806.6668,1840,196.3875,1393.758,148.7591,1840,196.3875,1724.5356,184.0637,2058,219.6552,0.493,55.4556,0.157,17.6603,0.239,26.8841,0.416,0.889,71.2691,189.1434,631.434,260.4125,2.6539,-0.5066,-0.7506,1.236,1.9665,2.1262,-646.0118,-6.764,-825.7661,-8.6461,1934.5583,20.2557,37.5297,3584.3454,-18.6957,748,1092,-22.0336,543.3312,850.4268,-7.2886,954,1104,-10.1595,774.6653,949.8703,-20.2658,2292.9936,3458.5987,-36.1151,-18.4827,720,-19070.0047,4001,1216.4681,427.0362,11.7221,2235,1766,0.2351,609.6639,606.8042,0.4567,0.4679,0.2217,218.366,2.2864,0.7462,413.068,4.325,1.9804
"76","oiJitUQD0ue1ClK1TxF4","10/16/2023",08:28:27,"WBB008","Countermovement Jump",NA,NA,939.555,0.208,193.4852,-0.2107,7379.3103,-9520.3817,2006,213.5053,1499.4138,159.5877,2006,213.5053,1781.5435,189.6157,2127,226.3838,0.529,58.5177,0.145,16.0398,0.23,25.4425,0.42,0.904,80.6415,194.6463,627.621,275.2879,2.4137,-0.5652,-0.8446,1.3053,2.0202,2.1832,-766.5907,-8.0041,-994.3283,-10.3819,2080.1481,21.7191,38.3509,3673.0692,-19.5414,807,1199,-20.0166,599.6414,899.7724,-9.0738,967,1160,-9.1179,809.5522,971.9913,-17.9439,3027.5862,4351.7241,-33.3632,-16.761,NA,-27615.5006,5423,1154.6862,577.1881,13.4796,3077,2346,10.1637,636.0228,518.6634,NA,0.4646,0.2301,216.877,2.2644,0.842,410.744,4.2886,2.0323
"77","UcV6WSgyDUqq50SX3uyr","10/9/2023",17:25:21,"WBB008","Countermovement Jump",NA,NA,954.364,0.2189,201.6093,-0.2146,10367.1875,-10626.7088,2281,239.0073,1752.5859,183.6391,2281,239.0073,1838.8596,192.6791,2283,239.2169,0.458,56.2654,0.128,15.7248,0.228,28.0098,0.429,0.814,101.5029,202.792,644.0485,304.2949,1.9979,-0.6809,-1.046,1.3675,2.0724,2.2309,-1065.5942,-10.9533,-1437.1547,-14.7727,2225.5577,22.8767,38.9656,3790.7627,-15.2126,967,1314,-21.4857,688.0156,1064.5703,-14.7613,973,1310,-5.534,868.5482,970.3114,5.9533,5492.1875,4875,-35.4819,-10.5409,690,-24627.4165,4447,1255.4855,465.9648,-5.1495,2109,2338,-24.8838,471.5362,783.9493,-39.8648,0.527,0.2689,223.6615,2.299,1.0434,420.387,4.3212,2.0845
"78","yt45yXoaI82RZQDjgpV1","10/9/2023",17:24:54,"WBB008","Countermovement Jump",NA,NA,949.426,0.2144,198.5192,-0.189,9611.1111,-11448.2227,2164,227.9272,1571.3492,165.5052,2159,227.4006,1849.8869,194.8427,2302,242.4623,0.376,52.0055,0.126,17.4274,0.221,30.5671,0.416,0.723,77.7523,200.0644,607.2675,277.8167,2.5731,-0.5422,-0.8099,1.3733,2.0512,2.2322,-766.7275,-7.9223,-997.7345,-10.3092,2229.4245,23.0357,40.1688,3887.5957,-18.2955,882,1277,-24.5608,592.7063,978.6429,-9.2094,1045,1257,-7.6666,854.0317,995.8552,1.2386,4865.0794,4746.0317,-39.5376,-14.2974,910,-25889.8209,2888,1176.4879,304.1838,-2.7008,1405,1483,-14.2254,504.5637,671.9242,-24.919,0.5754,0.2966,197.38,2.0394,0.8034,409.8875,4.2352,2.0672
"79","NkhxGoxhH0z7VwvLQNBg","10/2/2023",17:19:27,"WBB008","Countermovement Jump",NA,NA,949.637,0.2009,192.2122,-0.2023,7933.8235,-10047.4136,2033,214.0818,1500.6324,158.0217,2029,213.6606,1807.2889,190.3137,2154,226.8235,0.407,52.9948,0.136,17.7083,0.225,29.2969,0.403,0.768,74.3934,193.9697,611.182,268.363,2.6074,-0.5254,-0.7772,1.2835,1.9856,2.1487,-713.9256,-7.375,-924.3606,-9.5489,2071.0411,21.3944,38.4969,3726.6128,-14.0463,872,1157,-20.1542,599.0956,901.5368,-3.8069,1036,1118,-0.4992,899.1333,908.1556,-1.5755,3904.4118,4029.4118,-33.6155,-1.0683,570,-23564.7578,3819,1278.3684,402.1537,10.3954,2108,1711,6.612,681.4474,596.9211,12.4013,0.5247,0.2617,203.544,2.1027,0.7685,407.638,4.211,2.0038
"80","TcqCxjRZLzt5NVjWmCjl","10/2/2023",17:19:08,"WBB008","Countermovement Jump",NA,NA,949.393,0.2312,206.1276,-0.2101,9188.9764,-10070.6372,2116,222.8793,1669.6693,175.867,2116,222.8793,1850.393,194.9027,2159,227.4085,0.342,48.9971,0.127,18.1948,0.229,32.808,0.435,0.698,90.8871,207.3665,636.2375,298.2536,2.2816,-0.6105,-0.9425,1.3344,2.1299,2.2605,-918.0473,-9.4861,-1249.4997,-12.911,2229.7751,23.0401,40.6797,3936.9058,-14.3667,906,1210,-15.4559,705.8031,963.8661,-6.5308,1009,1150,-7.7779,853.2358,997.1572,-2.1422,4496.063,4692.9134,-26.829,-14.4683,540,-32833.8995,4091,1328.6296,430.9069,3.691,2121,1970,-12.636,580.3722,748.2574,-22.4275,0.6232,0.3313,211.46,2.185,0.9391,424.7775,4.3892,2.1427
"81","2D0CDEd06oenO8nRKKT2","9/25/2023",17:24:27,"WBB008","Countermovement Jump",NA,NA,956.726,0.1675,176.7965,-0.2124,9021.4286,-10445.1882,2219,231.9368,1687.0714,176.338,2219,231.9368,1754.1126,183.3453,2243,234.4454,0.322,47.076,0.14,20.4678,0.222,32.4561,0.36,0.684,101.6119,178.1123,626.059,279.7242,1.7529,-0.6814,-1.0459,1.2551,1.8128,1.9917,-1032.9305,-10.5914,-1388.5796,-14.2381,1926.4653,19.7534,33.2175,3239.5514,-16.1785,930,1289,-15.8872,709.5214,977.55,-14.6679,957,1286,-9.4699,794,960.1126,-11.0055,4014.2857,5007.1429,-27.439,-17.3351,NA,-29915.4886,2860,1107.5823,298.9362,-3.1469,1385,1475,-9.3873,501.805,605.7773,NA,0.5263,0.2449,235.5535,2.4153,1.0419,390.5055,4.0041,1.8263
"82","0evT4cXXdJlQwopPSaLe","9/25/2023",17:23:54,"WBB008","Countermovement Jump",NA,NA,956.907,0.1604,173.02,-0.131,10406.015,-17863.841,2341,244.6424,1382.7218,144.4991,2341,244.6424,1964.5349,205.3005,2746,286.9662,0.36,54.1353,0.133,20,0.172,25.8647,0.36,0.665,55.9404,174.47,522.267,230.4104,3.1189,-0.4377,-0.5788,1.2879,1.7738,1.9715,-541.7106,-5.5535,-628.7865,-6.4462,2129.4084,21.8302,38.0875,3715.2066,-18.5818,953,1388,-28.4053,494.9774,887.7444,-5.6082,1296,1450,-5.697,926.3081,1038.2267,-19.7977,4172.9323,6233.0827,-44.2815,-10.8532,590,-25158.5027,3135,1249.7237,327.618,-34.9282,1020,2115,-23.5088,477.9644,771.7593,-38.0963,0.5414,0.2411,183.209,1.8782,0.5735,339.058,3.4759,1.7886
"83","mS9hh7vwdQGCbDITLSfq","9/18/2023",17:24:23,"WBB008","Countermovement Jump",NA,NA,958.463,0.1581,172.0856,-0.1918,10714.2857,-12014.4853,2304,240.3849,1684.0476,175.7029,2304,240.3849,1732.7838,180.7878,2351,245.2886,0.344,49.711,0.126,18.2081,0.222,32.0809,0.365,0.692,90.7427,173.0357,597.3235,263.7784,1.9069,-0.6159,-0.9291,1.3214,1.7613,2.0348,-924.9515,-9.467,-1214.0549,-12.426,1952.876,19.988,35.1184,3431.1628,-14.6701,983,1321,-15.9687,707.5635,976.4841,-10.9315,1047,1304,-2.7238,842.7928,889.991,-8.1481,4920.6349,5793.6508,-27.5775,-5.3767,720,-20888.7369,3613,1199.1958,376.9577,-5.065,1715,1898,1.8039,610.4139,588.7819,3.5388,0.5275,0.2285,211.509,2.1648,0.9288,385.8145,3.9489,1.771
"84","bmVQ98leANl3UnWzjUlq","9/18/2023",17:24:05,"WBB008","Countermovement Jump",NA,NA,958.741,0.2175,201.8682,-0.2077,6175.3247,-9221.1634,1915,199.7411,1382.013,144.1487,1909,199.1153,1824.5427,190.3061,2203,229.7805,0.495,56.0589,0.154,17.4405,0.234,26.5006,0.423,0.883,64.7079,203.5396,640.239,268.2475,3.1455,-0.4719,-0.6696,1.2968,2.0655,2.2188,-594.6802,-6.0849,-749.2004,-7.6659,2138.3961,21.8804,39.6563,3875.6484,-18.4914,778,1131,-20.7659,547.513,834.5,-3.1321,1067,1136,-7.731,841.7436,982.7991,-12.5131,2701.2987,3474.026,-34.4147,-14.3891,790,-29413.4377,3286,1214.1278,342.7412,-28.1802,1180,2106,-21.668,475.5253,738.6025,-35.6348,0.479,0.2463,212.354,2.1728,0.6621,427.885,4.3782,2.0827
"85","ZZAsNAUdZkgqiZjO3xA8","9/11/2023",17:24:34,"WBB008","Countermovement Jump",NA,NA,939.223,0.2346,205.3988,-0.1724,13453.7037,-13885.2362,2394,254.8915,1596.9722,170.0312,2394,254.8915,2034.2021,216.5835,2561,272.6722,0.532,64.2512,0.108,13.0435,0.188,22.7053,0.44,0.828,70.3074,207.0401,555.3575,277.3475,2.9448,-0.5169,-0.7419,1.4066,2.1453,2.2732,-729.4699,-7.6192,-916.4371,-9.572,2498.353,26.0948,43.5368,4168.2769,-9.7744,1080,1314,-15.0905,677.9907,918.9815,-6.1304,1202,1359,-5.3578,962.6064,1071.5957,-3.097,6518.5185,6935.1852,-26.2998,-10.1903,NA,-23588.1421,4369,1073.1347,465.1717,-21.9501,1705,2664,-4.8788,510.3891,562.7456,NA,0.5314,0.2833,171.7435,1.7938,0.7343,383.614,4.0068,2.1625
"86","k8bfpG0wPU6VhWmMnBAX","9/11/2023",17:24:24,"WBB008","Countermovement Jump",NA,NA,939.533,0.2242,200.8481,-0.1693,11473.2143,-13136.1851,2224,236.7133,1568.5089,166.9456,2224,236.7133,2010.2287,213.9604,2562,272.6887,0.468,60.9375,0.112,14.5833,0.188,24.4792,0.431,0.768,69.7978,202.3898,554.0475,272.1876,2.8997,-0.4954,-0.7354,1.378,2.0971,2.2352,-696.6491,-7.274,-896.7563,-9.3634,2420.0616,25.2687,42.9322,4111.7486,-8.2734,1020,1204,-14.0016,674.4464,894.0625,-3.7471,1233,1329,-3.4793,970.1436,1040.0851,7.7043,6178.5714,5294.6429,-24.6861,-6.7575,950,-24199.5798,4312,1155.2895,458.9514,2.6438,2213,2099,-11.1058,513.4926,641.7968,-19.9999,0.5612,0.2919,175.0255,1.8275,0.7288,379.022,3.9575,2.1132
"87","IcwdZWclhZzUuknh9Zky","10/9/2023",17:29:14,"WBB009","Countermovement Jump",NA,NA,696.775,0.2117,144.7588,-0.1358,14782.6087,-15177.9633,2061,295.7913,1405.1087,201.6589,2061,295.7913,1589.4444,228.1144,2179,312.7265,0.306,54.6429,0.092,16.4286,0.162,28.9286,0.405,0.56,64.4792,145.629,387.089,210.1082,2.2585,-0.6044,-0.9106,1.4093,2.0381,2.1655,-741.2134,-10.4357,-975.8046,-13.7385,1896.835,26.7058,43.7968,3110.7524,-1.7952,1012,1049,3.0278,723.8261,681.2826,-1.8816,1069,1110,-3.1186,769.9383,819.5062,-5.2941,7000,7782.6087,5.9586,-6.0294,500,-26365.8326,3063,983.822,439.5967,21.5802,1862,1201,-0.4361,489.766,494.056,-0.853,0.7232,0.3781,128.5825,1.8103,0.9078,258.5065,3.6396,2.0503
"88","ey5kolEsiEn91Okm7n0w","10/9/2023",17:29:06,"WBB009","Countermovement Jump",NA,NA,697.872,0.2067,143.2565,-0.1266,13494.7368,-15796.669,2000,286.5855,1244.3895,178.312,1984,284.2928,1646.3553,235.9108,2243,321.4056,0.494,66.6667,0.095,12.8205,0.152,20.5128,0.406,0.741,51.2737,145.144,368.792,196.4176,2.8308,-0.5159,-0.7379,1.3704,2.0138,2.1321,-563.8624,-7.9262,-694.0307,-9.756,1909.7626,26.8456,45.0524,3204.9775,-5.0403,942,1042,-0.5152,618.9895,625.4,-3.8787,1078,1165,-4.0848,789.5526,856.8026,-8.8924,6147.3684,7347.3684,-0.9338,-7.8436,770,-20928.3201,2786,883.0649,399.2136,2.8715,1433,1353,-11.6216,390.2195,492.8455,-20.8343,0.5479,0.2789,117.5715,1.6527,0.7208,251.2205,3.5314,2.0403
"89","9VCCoMyIdZB8PtptPKkT","10/2/2023",17:24:39,"WBB009","Countermovement Jump",NA,NA,701.147,0.1753,132.5444,-0.1177,15409.6386,-17014.4303,2002,285.5321,1359.988,193.9662,1986,283.2502,1567.3312,223.5382,2274,324.3257,0.24,50.3145,0.083,17.4004,0.154,32.2851,0.372,0.477,54.0378,134.3719,354.5815,188.4097,2.4866,-0.5179,-0.7721,1.3387,1.8545,2.0115,-619.8094,-8.672,-813.2294,-11.3782,1740.8232,24.3565,41.7127,2981.3167,6.9486,1062,924,15.6371,786.3253,573.6627,-0.7916,1128,1146,-0.4611,780.0519,787.2792,-1.3292,7602.4096,7807.2289,27.1876,-0.8493,760,-25173.9645,2502,871.0224,356.8439,-9.7522,1129,1373,-7.5276,402.7276,468.2947,-14.0074,0.7799,0.3675,112.233,1.5703,0.7561,242.3485,3.3908,1.88
"90","PBc6W3e8zHelzUEJdRwV","10/2/2023",17:24:27,"WBB009","Countermovement Jump",NA,NA,700.053,0.2446,156.3362,-0.1177,11519.2308,-16127.7146,1899,271.2652,1220.3365,174.3206,1899,271.2652,1597.7759,228.2364,2030,289.978,0.355,56.0821,0.104,16.4297,0.174,27.4882,0.436,0.633,53.507,157.1378,405.2595,210.6448,2.9368,-0.5259,-0.7516,1.4489,2.1908,2.3166,-561.9457,-7.8747,-690.5581,-9.6769,2002.75,28.065,48.0309,3427.5427,0.158,951,948,11.8434,682.4327,537.9038,-1.2808,1002,1028,-3.116,773.9943,823.7816,-9.8497,5192.3077,6326.9231,21.3414,-6.0127,680,-143754.0548,3400,923.4574,485.6775,-2.1176,1664,1736,-8.9958,420.1926,503.2647,-16.5095,0.6888,0.3864,126.3125,1.77,0.7498,278.947,3.9089,2.202
"91","SxqcwyTZb8s93SgU95ud","9/25/2023",17:29:07,"WBB009","Countermovement Jump",NA,NA,697.552,0.2226,148.5972,-0.1532,11027.7778,-12315.6994,1887,270.5175,1231.0741,176.4849,1887,270.5175,1536.8362,220.3185,1986,284.71,0.415,59.2857,0.108,15.4286,0.177,25.2857,0.422,0.7,57.0214,149.4823,405.306,206.5037,2.6215,-0.5579,-0.805,1.4026,2.0898,2.2208,-602.4708,-8.4728,-755.4095,-10.6237,1859.6054,26.1525,43.8902,3120.8628,-1.7488,927,960,3.1304,634.8056,596.2685,-1.4099,979,1007,-4.5997,733.0734,803.7627,-7.8086,5083.3333,5944.4444,6.1641,-8.7675,NA,-21555.5819,3060,832.7756,438.677,-6.7974,1426,1634,-4.2286,398.7803,433.9953,NA,0.6029,0.318,132.357,1.8614,0.8019,272.949,3.8386,2.1022
"92","6vmsMTXS87w8hGK8iRVF","9/25/2023",17:28:43,"WBB009","Countermovement Jump",NA,NA,696.894,0.1963,139.4067,-0.1154,14943.1818,-17426.4032,2011,288.5661,1263.0341,181.2376,2011,288.5661,1622.1788,232.7727,2222,318.8433,0.33,57.9965,0.088,15.4657,0.151,26.5378,0.392,0.569,49.1598,140.711,356.4285,189.8708,2.8623,-0.499,-0.7009,1.3557,1.9624,2.0926,-545.9954,-7.6858,-693.6757,-9.7647,1855.1029,26.1138,44.1844,3138.8238,0.1492,1007,1004,4.8161,661.9318,601.1023,-1.0801,1099,1123,-1.9584,795.2053,826.9735,-3.27,7227.2727,7715.9091,9.2775,-3.8177,580,-40111.5222,3429,925.1121,492.0404,8.4281,1859,1570,0.5045,464.8897,460.2224,0.9933,0.6889,0.345,110.4865,1.5553,0.692,245.942,3.4621,1.9808
"93","2HXrf8Gi5CWvHC5F0fts","9/18/2023",17:29:24,"WBB009","Countermovement Jump",NA,NA,705.808,0.2249,151.134,-0.1435,13468.75,-13935.1592,1999,283.2215,1345.7083,190.6621,1993,282.3714,1594.4678,225.9067,2077,294.2727,0.363,57.619,0.096,15.2381,0.171,27.1429,0.419,0.63,60.7794,152.9433,402.1735,213.7228,2.5164,-0.5839,-0.8605,1.4038,2.1006,2.222,-689.5336,-9.5838,-888.1971,-12.345,1923.4359,26.7338,44.6135,3209.8438,2.9604,1026,967,6.979,719.8125,625.8958,1.4925,1054,1023,1.9739,812.9708,781.4971,3.7896,6989.5833,6479.1667,13.0752,3.8687,790,-19668.7054,2778,891.6911,393.5915,11.0151,1542,1236,2.903,458.7886,432.9025,5.6495,0.6651,0.357,128.537,1.7865,0.8448,273.6365,3.8033,2.1258
"94","tnkJOh16XIQ20bb4NTfr","9/18/2023",17:29:16,"WBB009","Countermovement Jump",NA,NA,705.778,0.2018,143.1392,-0.1199,16674.4186,-17963.4617,2153,305.0534,1421.8721,201.4617,2141,303.3532,1663.7467,235.7323,2277,322.6227,0.254,51.8367,0.086,17.551,0.15,30.6122,0.396,0.49,60.8611,144.7463,372.171,205.6074,2.3783,-0.5814,-0.859,1.3634,1.9896,2.0986,-718.9698,-9.9934,-936.7377,-13.0202,1916.0551,26.6323,42.7973,3079.0376,1.3545,1085,1056,6.9095,760.0581,661.814,0.4831,1144,1133,-1.8769,816.26,847.4867,-4.8815,7930.2326,8744.186,13.0481,-3.6525,500,-68931.3976,3407,981.322,482.7297,17.4053,2000,1407,6.8497,524.27,457.052,12.8209,0.8082,0.4117,121.558,1.6896,0.8459,250.613,3.4834,2.0119
"95","VswHiMOlVFOVLCXhNFgl","9/11/2023",17:28:11,"WBB009","Countermovement Jump",NA,NA,701.787,0.2095,145.0433,-0.1667,9482.4561,-10752.0045,1792,255.3481,1247.0439,177.6955,1786,254.4932,1494.3696,212.9378,1888,269.0275,0.3,50.1672,0.114,19.0635,0.184,30.7692,0.407,0.598,61.6143,146.7147,417.4615,208.329,2.3812,-0.5907,-0.8751,1.3376,2.0275,2.1537,-654.8437,-9.1538,-848.2252,-11.857,1741.6457,24.3458,41.4066,2962.1419,-1.9037,876,910,6.3441,663.0789,583.9649,-1.589,929,959,-1.4496,736.3533,758.0163,-9.5282,4289.4737,5192.9825,12.0381,-2.857,430,-18624.1488,3227,1031.1442,459.8261,1.2086,1633,1594,2.2057,526.9442,504.2,4.2764,0.6806,0.3504,141.618,1.9796,0.8613,275.8435,3.8559,2.0509
"96","mOlUQ9AruaJtpU6fdxmp","9/11/2023",17:28:03,"WBB009","Countermovement Jump",NA,NA,701.498,0.1947,139.7496,-0.1518,14215.0538,-13344.418,2026,288.8105,1401.1935,199.7431,2026,288.8105,1528.9763,217.9588,2088,297.6487,0.279,51.5712,0.093,17.1904,0.169,31.2384,0.391,0.541,64.4042,140.8413,389.038,205.2455,2.1868,-0.6132,-0.9065,1.3669,1.9543,2.1009,-746.0868,-10.4335,-992.8019,-13.8837,1770.8607,24.7644,40.9139,2925.6921,1.9743,1033,993,11.3076,779.8172,621.3763,1.9157,1064,1024,-1.656,751.8284,777.1479,-12.708,6204.3011,8010.7527,20.5142,-3.2192,740,-27894.4489,2914,884.1824,415.3968,-8.7852,1329,1585,-7.9846,406.7919,477.3905,-14.794,0.7227,0.3598,129.6435,1.813,0.9007,259.3945,3.6275,1.9696
"97","g0He3cvFB9PWt5Rk9ubW","10/16/2023",08:34:30,"WBB010","Countermovement Jump",NA,NA,657.111,0.2486,147.9436,-0.2221,10348.6239,-7990.578,1775,270.1218,1514.6422,230.5002,1789,272.2523,1322.3498,201.2369,1775,270.1218,0.275,45.3048,0.109,17.9572,0.223,36.7381,0.452,0.607,92.8949,149.2217,460.2775,242.1166,1.6064,-0.8032,-1.3968,1.4808,2.2086,2.3454,-1127.1715,-16.8275,-1972.1182,-29.4417,1708.8661,25.5116,41.1051,2753.3788,2.6272,918,871,4.567,791.9083,722.7339,2.4225,909,866,-2.0035,647.9283,674.4215,-4.6099,4935.7798,5412.844,8.7933,-3.8932,660,-19479.2396,2697,885.3833,410.4329,-9.0842,1226,1471,0.0587,442.9515,442.4318,0.1032,0.7446,0.4096,164.52,2.4561,1.3868,295.7575,4.4154,2.2277
"98","DHBt216ptZTcYfbq6CKd","10/16/2023",08:34:21,"WBB010","Countermovement Jump",NA,NA,657.426,0.2467,147.4353,-0.2281,7045.4545,-6986.695,1594,242.4607,1317.6061,200.4189,1594,242.4607,1289.7854,196.1872,1608,244.5903,0.237,39.3688,0.132,21.9269,0.233,38.7043,0.45,0.602,86.6708,148.1212,474.7525,234.792,1.709,-0.7778,-1.2941,1.4446,2.2,2.333,-936.4607,-13.9737,-1366.9846,-20.3979,1648.7559,24.6025,40.485,2713.1401,-0.6274,792,802,2.5425,675.553,642.053,-0.995,796,812,-2.0252,631.8326,657.9528,-4.9462,3348.4848,3696.9697,4.9951,-3.9665,880,-21981.4636,3285,827.7489,499.676,-4.5358,1568,1717,9.6353,453.7523,373.9966,17.5777,0.7475,0.4098,173.451,2.5882,1.2933,301.3015,4.496,2.2102
