"","TestId","Date","Time","Athlete Code","Type","Excluded","Tags","System Weight","Jump Height","Jump Momentum","Countermovement Depth","Braking RFD","Stiffness","Force at Min Displacement","Relative Force at Min Displacement","Avg. Braking Force","Avg. Relative Braking Force","Peak Braking Force","Peak Relative Braking Force","Avg. Propulsive Force","Avg. Relative Propulsive Force","Peak Propulsive Force","Peak Relative Propulsive Force","Unweighting Phase","Unweighting Phase %","Braking Phase","Braking Phase %","Propulsive Phase","Propulsive Phase %","Flight Time","Time To Takeoff","Braking Net Impulse","Propulsive Net Impulse","Positive Impulse","Positive Net Impulse","Impulse Ratio","Avg. Braking Velocity","Peak Braking Velocity","Avg. Propulsive Velocity","Takeoff Velocity","Peak Velocity","Avg. Braking Power","Avg. Relative Braking Power","Peak Braking Power","Peak Relative Braking Power","Avg. Propulsive Power","Avg. Relative Propulsive Power","Peak Relative Propulsive Power","Peak Propulsive Power","L|R Peak Braking Force","Left Force at Peak Braking Force","Right Force at Peak Braking Force","L|R Avg. Braking Force","Left Avg. Braking Force","Right Avg. Braking Force","L|R Peak Propulsive Force","Left Force at Peak Propulsive Force","Right Force at Peak Propulsive Force","L|R Avg. Propulsive Force","Left Avg. Propulsive Force","Right Avg. Propulsive Force","L|R Avg. Braking RFD","Left Avg. Braking RFD","Right Avg. Braking RFD","L|R Braking Impulse Index","L|R Propulsive Impulse Index","Time to Stabilization","Landing Stiffness","Peak Landing Force","Avg. Landing Force","Relative Peak Landing Force","L|R Peak Landing Force","Left Force at Peak Landing Force","Right Force at Peak Landing Force","L|R Avg. Landing Force","Left Avg. Landing Force","Right Avg. Landing Force","L|R Landing Impulse Index","RSI","mRSI","Braking Impulse","Relative Braking Impulse","Relative Braking Net Impulse","Propulsive Impulse","Relative Propulsive Impulse","Relative Propulsive Net Impulse","L_R_Diff_Peak_Propulsive","L_R_Total_Peak_Propulsive","Peak_Propulsive_Asymmetry_Index","L_R_Diff_Peak_Landing","L_R_Total_Peak_Landing","Peak_Landing_Asymmetry_Index","L_R_Diff_Peak_Braking","L_R_Total_Peak_Braking","Peak_Braking_Asymmetry_Index"
"11","9N3U37gUFDuyhBBGc2Zm","9/12/2023",07:27:56,"MFB001","Countermovement Jump",NA,NA,1130.287,0.2127,235.3799,-0.146,10985.9155,-18574.0075,2711,239.8506,1797.1761,159.0017,2692,238.1696,2527.4615,223.6124,3303,292.2267,0.251,44.6619,0.142,25.2669,0.169,30.0712,0.433,0.562,93.9067,237.4495,682.8755,331.3562,2.5286,-0.5179,-0.8235,1.3373,2.0429,2.1615,-860.5099,-7.4685,-1265.606,-10.9845,2940.9238,25.5249,43.2811,4986.7564,1.1144,1361,1331,-2.8382,873.0845,924.0915,2.7551,1697,1606,3.2151,1304.3609,1223.1006,16.1538,6380.2817,4605.6338,-5.6304,6.2182,NA,-44715.877,8057,1519.9905,712.8278,-6.2182,3778,4279,-28.26,545.2206,974.7698,NA,0.7705,0.3785,254.4075,2.2081,0.815,428.468,3.7188,2.0609,91,3303,2.75507114744172,501,8057,6.21819535807373,30,8057,0.372347027429564
"12","69F3PXGlEZ7N8BaodduP","9/12/2023",07:27:50,"MFB001","Countermovement Jump",NA,NA,1132.542,0.2059,232.0165,-0.1243,16016.2602,-25201.5913,3132,276.546,1744.122,154.0006,3099,273.6322,2677.7483,236.437,3702,326.8753,0.295,51.8453,0.123,21.6169,0.151,26.5378,0.427,0.569,74.2358,234.8617,619.414,309.0975,3.1637,-0.5006,-0.6581,1.3646,2.0097,2.1234,-770.1286,-6.6708,-910.1284,-7.8835,3096.8947,26.8251,42.8388,4945.6381,5.1952,1630,1469,6.9497,932.6667,811.4553,5.1324,1946,1756,6.5761,1426.9205,1250.8278,2.4365,8203.252,7813.0081,13.0316,12.3189,NA,-52470.6871,8622,1466.3986,761.2963,-3.6418,4154,4468,-7.4481,678.5902,787.8084,NA,0.7504,0.3618,213.5385,1.8497,0.643,405.8755,3.5157,2.0344,190,3702,5.13236088600756,314,8622,3.64184643934122,161,8622,1.86731616794247
"13","YhrcFN7zmjGDncvePaK8","8/29/2023",07:34:39,"MFB001","Countermovement Jump",NA,NA,1144.404,0.1722,214.4305,-0.1127,7506.4103,-20528.4035,2313,202.1139,1578.3205,137.9164,2313,202.1139,2415.2367,211.0476,3321,290.1947,0.245,42.9825,0.156,27.3684,0.169,29.6491,0.405,0.57,67.1,215.9102,654.9415,283.0102,3.2177,-0.4049,-0.5783,1.203,1.8381,1.9655,-588.4098,-5.0439,-720.3963,-6.1753,2548.9571,21.85,38.0135,4434.5346,-6.9607,1076,1237,-6.3497,739.0513,839.2692,0.7528,1673,1648,-0.9954,1195.5976,1219.6391,-1.281,3705.1282,3801.2821,-11.9631,-2.0029,NA,0,7415,1109.9049,647.9355,-5.0303,3521,3894,-38.6318,340.5645,769.3404,NA,0.7105,0.3021,245.627,2.1056,0.5752,409.3145,3.5087,1.8508,25,3321,0.752785305630834,373,7415,5.03034389750506,161,7415,2.17127444369521
"14","pLwh8PPDiVw4gcCfvOUd","8/29/2023",07:34:32,"MFB001","Countermovement Jump",NA,NA,1143.121,0.1688,212.039,-0.1341,14179.1045,-22889.1492,3069,268.4755,1764.2687,154.3379,3045,266.376,2472.3063,216.2769,3526,308.4538,0.281,48.8696,0.134,23.3043,0.16,27.8261,0.361,0.575,82.2768,214.1786,632.533,296.4554,2.6031,-0.5188,-0.7149,1.2972,1.8197,1.9652,-815.2794,-6.9965,-937.7054,-8.0472,2695.0547,23.1283,37.3998,4358.0542,-1.9376,1493,1552,-12.2261,774.2836,989.9851,0.8508,1778,1748,2.2669,1264.175,1208.1312,10.4211,7828.3582,6350.7463,-21.9332,4.396,660,-60570.0679,5132,1452.0364,448.9463,-6.8979,2389,2743,0.5939,730.3303,721.7061,1.184,0.6278,0.2935,235.455,2.0206,0.7061,397.078,3.4076,1.838,30,3526,0.850822461712989,354,5132,6.89789555728761,59,5132,1.14964925954793
"15","RXudTRvzIOepqBJctXgD","8/29/2023",07:34:25,"MFB001","Countermovement Jump",NA,NA,1145.378,0.1788,218.6635,-0.1296,11152.7778,-21254.9006,2755,240.5319,1690.4236,147.5865,2755,240.5319,2567.3701,224.1505,3575,312.124,0.317,51.5447,0.144,23.4146,0.154,25.0407,0.397,0.615,77.6781,220.3463,639.347,298.0244,2.8367,-0.4862,-0.6702,1.2638,1.8728,1.9847,-739.0049,-6.3295,-871.8229,-7.467,2783.9266,23.8439,39.0921,4564.2457,-7.6588,1272,1483,-8.0959,776.7847,913.6389,-0.3077,1782,1793,-1.0023,1270.8182,1296.5519,1.2453,5645.8333,5506.9444,-15.0333,-2.0386,900,-55426.0264,10387,1404.4078,906.8622,-4.6693,4951,5436,1.0026,709.2444,695.1633,1.9952,0.6455,0.2907,242.6125,2.0779,0.6653,396.7345,3.398,1.8872,11,3575,0.307692307692308,485,10387,4.66929816116299,211,10387,2.03138538557813
"16","nDdC599QhQOc3tRdx45s","10/17/2023",08:31:33,"MFB002","Countermovement Jump",NA,NA,1119.436,0.3075,280.3068,-0.2686,8670.6587,-9589.2694,2576,230.1159,1972.9281,176.243,2571,229.6692,2296.6318,205.1597,2637,235.5651,0.262,39.2216,0.167,25,0.239,35.7784,0.496,0.668,141.7982,282.6153,878.9045,424.4135,1.9931,-0.7897,-1.2534,1.4985,2.4564,2.5744,-1420.7936,-12.4509,-1911.9682,-16.7552,3123.6109,27.3733,47.6543,5437.9095,2.1392,1313,1258,1.9883,1006.0778,966.8503,0.5688,1326,1311,0.3106,1151.8828,1144.749,4.558,4532.9341,4137.7246,3.8883,0.6351,NA,-20236.9223,8471,1456.5148,756.7203,-1.7353,4162,4309,31.7225,959.2786,497.2362,NA,0.7425,0.4604,328.744,2.8809,1.2426,550.1605,4.8212,2.4767,15,2637,0.568828213879408,147,8471,1.73533231023492,55,8471,0.64927399362531
"17","U38PRguYbDsKF4zzlA1O","10/17/2023",08:31:28,"MFB002","Countermovement Jump",NA,NA,1119.031,0.2956,274.718,-0.2639,10125.8278,-10036.3395,2649,236.7227,1997.7351,178.5237,2642,236.0971,2308.4612,206.2911,2808,250.9314,0.343,47.2452,0.151,20.7989,0.232,31.9559,0.486,0.726,131.9133,277.2558,837.758,409.1691,2.1018,-0.7605,-1.1692,1.5404,2.4083,2.5521,-1367.3126,-11.9866,-1813.1585,-15.8951,3155.3155,27.6611,46.0367,5251.4221,3.7093,1370,1272,7.9401,1078.1788,919.5563,1.6382,1427,1381,-0.0592,1153.5474,1154.9138,0.5886,5092.7152,5033.1126,14.7436,-0.0949,NA,-25819.1888,5856,1600.1643,523.3099,5.0546,3076,2780,7.5897,860.8057,739.3587,NA,0.6694,0.4072,300.887,2.6377,1.1564,536.871,4.7065,2.4306,46,2808,1.63817663817664,296,5856,5.05464480874317,98,5856,1.67349726775956
"18","uZ9epEzXYWBivu0ryh4V","10/10/2023",07:30:17,"MFB002","Countermovement Jump",NA,NA,1116.264,0.3245,287.1313,-0.2972,12000,-9916.1773,2947,264.0056,2121.2368,190.03,2954,264.6327,2277.9597,204.07,2947,264.0056,0.342,46.0916,0.152,20.4852,0.248,33.4232,0.511,0.742,151.8344,289.5605,887.9005,441.3949,1.9071,-0.9032,-1.3461,1.6214,2.5234,2.6607,-1686.5202,-14.8216,-2117.0045,-18.6048,3276.2506,28.7925,46.9916,5347.0923,-1.8957,1449,1505,2.0172,1082.0132,1039.2237,-1.7306,1448,1499,-1.814,1118.3185,1159.6411,-13.9254,5164.4737,6835.5263,4.0425,-3.5585,NA,-16366.467,7881,1409.3358,706.0158,11.2803,4385,3496,0.7531,709.975,699.3608,NA,0.6887,0.4374,321.5065,2.8255,1.3344,566.394,4.9776,2.5447,51,2947,1.73057346454021,889,7881,11.2802943788859,56,7881,0.710569724654232
"19","pNY4vDu0OCBnEzvqvNjG","10/10/2023",07:30:11,"MFB002","Countermovement Jump",NA,NA,1115.462,0.3141,282.2705,-0.2732,12243.0556,-10547.2124,2881,258.2786,2170.5486,194.5874,2881,258.2786,2333.6853,209.2124,2916,261.4163,0.339,47.4126,0.144,20.1399,0.232,32.4476,0.52,0.715,151.0395,284.0553,854.5085,435.0948,1.8807,-0.8453,-1.3345,1.6082,2.4824,2.6244,-1646.022,-14.476,-2243.4094,-19.7298,3309.8925,29.1091,47.3481,5383.793,0.6595,1450,1431,4.864,1138.0625,1032.4861,0.4801,1465,1451,0.5074,1172.7629,1160.9224,-3.0062,5937.5,6305.5556,9.3174,1.0101,NA,-16796.8063,8956,1471.6156,802.896,9.5578,4906,4050,-3.7703,708.0653,763.5503,NA,0.7273,0.4393,311.666,2.741,1.3283,542.8425,4.7741,2.4981,14,2916,0.480109739368999,856,8956,9.55783832067887,19,8956,0.212148280482358
"20","iCNuWoFbMpemfTMKKWyD","10/3/2023",07:29:34,"MFB002","Countermovement Jump",NA,NA,1127.212,0.2645,261.7662,-0.2664,9986.8421,-9929.2667,2645,234.6497,1998.7829,177.3209,2645,234.6497,2210.5785,196.1103,2663,236.2466,0.421,51.6564,0.152,18.6503,0.242,29.6933,0.461,0.815,131.7163,263.4837,839.3215,395.2,2.0004,-0.7634,-1.1517,1.4454,2.2781,2.4165,-1361.8469,-11.852,-1791.8102,-15.5939,2866.5803,24.9475,43.0835,4950.4837,-6.9187,1231,1414,-6.5379,934.0526,1064.7303,-5.6703,1256,1407,-0.344,1101.4876,1109.0909,-17.1278,4138.1579,5848.6842,-12.2264,-0.7205,NA,-21132.1812,6985,1392.4521,619.6705,4.7674,3659,3326,33.9947,932.9063,459.5458,NA,0.5656,0.3246,303.0525,2.6374,1.1463,536.269,4.6671,2.2931,151,2663,5.67029665790462,333,6985,4.76735862562634,183,6985,2.61989978525412
"21","hwxpiGtBD0OBp7Q6GrT2","10/3/2023",07:29:26,"MFB002","Countermovement Jump",NA,NA,1126.648,0.286,272.0672,-0.2907,8315.4762,-8689.7908,2526,224.2049,1893.7857,168.0903,2524,224.0274,2176.2885,193.1649,2536,225.0925,0.381,47.0952,0.168,20.7664,0.26,32.1384,0.468,0.809,128.1766,274.156,884.538,402.3327,2.1389,-0.7589,-1.1247,1.4711,2.369,2.5037,-1287.4069,-11.2098,-1655.0119,-14.4106,2901.9415,25.2679,43.8914,5040.7932,-0.8716,1251,1273,4.0477,985.2202,908.5655,-0.7886,1258,1278,0.5035,1093.6231,1082.6654,-14.2448,3565.4762,4750,7.8543,0.9968,NA,-23552.245,6006,1418.5489,533.0858,8.2584,3251,2755,-16.3608,593.2313,825.3176,NA,0.5785,0.3536,317.4535,2.7641,1.1161,567.0845,4.9377,2.3871,20,2536,0.788643533123028,496,6006,8.25840825840826,22,6006,0.366300366300366
"22","WgM1YkpJ5BeYPLAsbkzM","9/26/2023",07:27:58,"MFB002","Countermovement Jump",NA,NA,1114.89,0.2964,274.0854,-0.1917,10731.0345,-13939.024,2672,239.6649,1880.0138,168.6277,2672,239.6649,2529.0567,226.8436,3153,282.8082,0.23,40.4218,0.145,25.4833,0.194,34.0949,0.484,0.569,110.1579,275.6673,763.773,385.8253,2.5025,-0.6393,-0.9737,1.5206,2.4117,2.5275,-1084.2321,-9.5402,-1426.0332,-12.5478,3405.7758,29.9677,50.4346,5731.8045,-0.8234,1325,1347,-3.2171,909.7655,970.2483,1.8078,1605,1548,1.2235,1280,1249.0567,3.4704,5551.7241,5179.3103,-6.2698,2.4051,NA,-31421.7705,7337,1440.7772,658.0918,10.7265,4062,3275,15.2757,830.4333,610.3439,NA,0.8506,0.521,271.817,2.3917,0.9693,491.956,4.3288,2.4256,57,3153,1.80780209324453,787,7337,10.726454954341,22,7337,0.299850074962519
"23","TV28T2CXWnIkwa73q9ua","9/26/2023",07:27:52,"MFB002","Countermovement Jump",NA,NA,1115.719,0.2883,270.515,-0.2079,13578.125,-13744.5679,2857,256.0681,2044.7578,183.2682,2857,256.0681,2491.4975,223.3087,3128,280.3573,0.255,43.9655,0.128,22.069,0.197,33.9655,0.482,0.58,118.0385,272.4404,753.0875,390.4788,2.3081,-0.6856,-1.0453,1.5359,2.3785,2.4916,-1250.3875,-10.9941,-1641.7286,-14.435,3353.2766,29.4838,47.8416,5441.1659,-3.8152,1374,1483,-0.0164,1022.2109,1022.5469,0.2558,1568,1560,-1.4178,1228.0863,1263.4112,-9.3211,6156.25,7421.875,0.0303,-2.809,NA,-21336.4626,7671,1464.4644,687.5387,4.6017,4012,3659,-22.9617,564.0993,900.3651,NA,0.831,0.4971,260.8505,2.2935,1.0379,492.237,4.328,2.3954,8,3128,0.255754475703325,353,7671,4.60174683874332,109,7671,1.42093599269978
"24","hgdC465MTalZgyKCxcrP","9/19/2023",07:32:00,"MFB002","Countermovement Jump",NA,NA,1100.53,0.2937,269.2896,-0.2448,9264.5161,-10385.8264,2542,230.9796,1910.729,173.619,2542,230.9796,2265.645,205.8685,2725,247.608,0.325,45.7103,0.155,21.8003,0.231,32.4895,0.485,0.711,124.8554,270.3996,820.0595,395.2549,2.1657,-0.7221,-1.1133,1.5285,2.4004,2.5633,-1243.2496,-11.0822,-1640.9224,-14.627,3086.9045,27.5163,48.8213,5476.9887,2.2817,1300,1242,3.0426,984.4323,926.2968,0.4771,1369,1356,-2.3651,1106.0303,1159.6147,0,4632.2581,4632.2581,5.9205,-4.5948,NA,-17966.0722,7060,1448.715,641.5091,-2.5212,3441,3619,-7.0835,673.0475,775.6675,NA,0.6821,0.4131,295.4375,2.6335,1.1129,524.622,4.6764,2.4103,13,2725,0.477064220183486,178,7060,2.52124645892351,58,7060,0.821529745042493
"25","ACjxpcGWetFqlEdTuDTi","9/19/2023",07:31:49,"MFB002","Countermovement Jump",NA,NA,1103.563,0.3065,275.8561,-0.273,8741.9355,-9025.236,2464,223.2768,1992.1677,180.5214,2460,222.9143,2261.6318,204.9391,2657,240.7656,0.384,49.3573,0.155,19.9229,0.239,30.7198,0.496,0.778,137.0492,277.9939,849.847,415.0432,2.0284,-0.7708,-1.2277,1.507,2.4522,2.5765,-1397.5709,-12.4236,-1993.5045,-17.721,3083.8028,27.4131,46.9503,5281.6074,-1.7073,1209,1251,1.0706,1006.7484,985.4194,1.242,1345,1312,0.2879,1134.0711,1127.5607,-8.4871,4000,4741.9355,2.1604,0.566,480,-25648.8189,7419,1670.3521,672.277,-3.7337,3571,3848,-0.0081,835.1083,835.2437,-0.0084,0.6375,0.3939,308.1015,2.7388,1.2183,541.7455,4.8158,2.4712,33,2657,1.24200225818592,277,7419,3.73365682706564,42,7419,0.566114031540639
"26","eLyrqUVKtp0q7SSNUBO1","9/12/2023",07:31:39,"MFB002","Countermovement Jump",NA,NA,1133.83,0.3295,293.8684,-0.257,13402.9851,-11366.623,2921,257.6224,2237.8358,197.3696,2921,257.6224,2429.2291,214.2499,2989,263.6198,0.387,51.738,0.134,17.9144,0.227,30.3476,0.531,0.748,147.0288,295.4981,851.8395,442.5269,2.0098,-0.807,-1.2768,1.6103,2.5426,2.6681,-1618.0125,-13.9992,-2278.1354,-19.7106,3477.8396,30.0906,50.0823,5788.4565,-2.6361,1422,1499,2.4317,1146.1269,1091.709,-2.1077,1463,1526,-1.2903,1198.9427,1230.2863,-16.4811,5597.0149,7805.9701,4.857,-2.5526,NA,-15384.2149,8642,2570.8893,762.1954,-0.81,4286,4356,-9.7683,1159.8782,1411.0111,NA,0.7099,0.4405,298.962,2.5866,1.2721,552.8775,4.7835,2.5567,63,2989,2.10772833723653,70,8642,0.809997685720898,77,8642,0.890997454292988
"27","ycWH89JEMVsO6RHSgdD7","9/12/2023",07:31:33,"MFB002","Countermovement Jump",NA,NA,1135.841,0.3279,293.6724,-0.2742,13482.0144,-10979.5184,3011,265.0899,2173.5683,191.362,3007,264.7378,2434.4758,214.3324,3022,266.0584,0.424,53.6709,0.139,17.5949,0.227,28.7342,0.522,0.79,143.2986,296.2726,855.289,439.5712,2.0675,-0.8179,-1.2507,1.5932,2.5364,2.638,-1580.4826,-13.6503,-2099.1777,-18.1301,3456.5109,29.8531,47.9221,5548.6113,-1.8956,1475,1532,5.8803,1150.6906,1022.8777,-1.6545,1486,1536,-1.7071,1196.4581,1238.0176,-23.0523,5187.0504,8294.964,11.2697,-3.3542,NA,-13605.0987,10197,1571.3731,897.7489,1.0689,5153,5044,1.1474,794.7015,776.6716,NA,0.6608,0.4151,301.1805,2.6012,1.2376,554.1085,4.7857,2.5588,50,3022,1.65453342157512,109,10197,1.06894184564087,57,10197,0.558987937628714
"28","E9kS7eXZmyrDWK4AOiub","8/29/2023",07:35:37,"MFB002","Countermovement Jump",NA,NA,1116.871,0.3403,294.1658,-0.2926,13595.5882,-10161.6812,2973,266.1901,2237.3676,200.3246,2974,266.2796,2327.4156,208.3871,2974,266.2796,0.351,48.0822,0.136,18.6301,0.243,33.2877,0.528,0.73,151.4555,295.6348,870.3845,447.0904,1.952,-0.8591,-1.3336,1.6222,2.5838,2.7057,-1703.9593,-14.9667,-2326.1021,-20.4312,3381.5081,29.7014,50.1756,5712.5069,1.8157,1514,1460,-1.0602,1106.8235,1130.5441,2.0175,1517,1457,1.8771,1185.5514,1141.8642,6.1114,7213.2353,6382.3529,-2.14,3.6887,490,-27669.1939,9461,1733.751,847.0987,5.8239,5006,4455,19.3583,1034.6878,699.0633,32.4265,0.7233,0.4661,303.35,2.6645,1.3303,567.0345,4.9805,2.5967,60,2974,2.01748486886348,551,9461,5.82390867772963,54,9461,0.570764189831942
"29","VUKKOLPNUFxyyVbzwFJm","8/29/2023",07:35:29,"MFB002","Countermovement Jump",NA,NA,1118.302,0.3137,282.8286,-0.241,11742.8571,-11537.224,2780,248.5912,2054.0429,183.6751,2770,247.697,2431.0139,217.3844,2974,265.9389,0.31,46.5465,0.14,21.021,0.216,32.4324,0.526,0.666,130.1737,284.9183,813.2075,415.092,2.1888,-0.7381,-1.1506,1.5708,2.481,2.6022,-1364.4823,-11.9695,-1860.8107,-16.3235,3387.2776,29.714,49.0861,5595.6306,5.1986,1457,1313,9.4796,1124.3786,929.6643,2.959,1531,1443,2.3464,1244.0278,1186.9861,-3.4063,5671.4286,6071.4286,17.3801,4.6028,790,-15437.0185,8944,1498.8633,799.784,2.415,4580,4364,-6.1556,703.3,795.5633,-11.5691,0.7898,0.4711,286.736,2.5153,1.1419,526.4715,4.6183,2.4994,88,2974,2.95897780766644,216,8944,2.41502683363148,144,8944,1.61001788908766
"30","0MRSITyiTVqSqsKp9cV5","8/29/2023",07:35:21,"MFB002","Countermovement Jump",NA,NA,1118.91,0.2984,275.9598,-0.2265,11100,-11874.2448,2689,240.3232,1980.3643,176.9905,2678,239.3401,2449.9615,218.9597,3022,270.0843,0.376,51.9337,0.14,19.337,0.208,28.7293,0.504,0.724,119.8186,278.1827,787.382,398.0013,2.3217,-0.6843,-1.0604,1.5324,2.4195,2.5394,-1223.7054,-10.7288,-1642.4017,-14.3997,3325.9853,29.1604,48.0767,5483.5406,-2.7633,1302,1376,1.1993,1002.0571,978.3071,-1.456,1489,1533,-2.3152,1196.6202,1253.3413,-12.3552,4864.2857,6235.7143,2.446,-4.525,850,-19815.1211,8715,1455.8494,778.883,-0.3098,4344,4371,2.8728,748.8365,707.0129,5.6121,0.6961,0.4121,276.466,2.4239,1.0505,510.916,4.4794,2.439,44,3022,1.4559894109861,27,8715,0.309810671256454,74,8715,0.849110728628801
"31","mX5xoCk7X8uQiLXwfl9d","9/19/2023",08:25:33,"MFB003","Countermovement Jump",NA,NA,837.869,0.411,242.5238,-0.325,12214.2857,-7325.4375,2381,284.1733,1919.0397,229.0382,2448,292.1698,1835.4856,219.0659,2375,283.4572,0.303,45.0893,0.126,18.75,0.243,36.1607,0.588,0.672,135.4485,243.5908,688.213,379.0393,1.7984,-0.9936,-1.5889,1.7407,2.8395,2.9327,-1688.2251,-19.7662,-2387.5739,-27.9544,2880.3087,33.7234,55.4984,4740.1021,2.0425,1249,1199,2.7465,985.873,933.1667,1.8947,1210,1165,-1.401,904.8848,930.6008,6.6927,6515.873,5698.4127,5.3237,-2.7375,NA,-8267.9159,4743,954.0024,566.0789,0.2319,2377,2366,4.2135,497.0998,456.9025,NA,0.875,0.6115,241.02,2.8219,1.5859,447.193,5.2359,2.852,45,2375,1.89473684210526,11,4743,0.231920725279359,50,4743,1.05418511490618
"32","10yJ99n6w2N1VBsB3gwv","9/19/2023",08:25:26,"MFB003","Countermovement Jump",NA,NA,832.414,0.4278,245.8324,-0.288,11682.5397,-7975.8823,2297,275.9444,1771.1587,212.7738,2295,275.7042,1928.4222,231.6662,2297,275.9444,0.314,47.218,0.126,18.9474,0.225,33.8346,0.581,0.665,117.5353,247.7249,657.4375,365.2602,2.1077,-0.885,-1.3983,1.7534,2.8971,2.9825,-1394.9649,-16.4397,-1923.2356,-22.6653,3047.4546,35.9143,59.9441,5086.4703,1.2636,1162,1133,2.4314,907.1111,864.0476,1.1754,1162,1135,0.1556,965.7111,962.7111,-4.212,5595.2381,6087.3016,4.7907,0.3181,1480,-13374.1269,4131,1003.6973,496.2675,25.1029,2584,1547,-4.2543,480.4986,523.1986,-8.1863,0.8737,0.6433,222.4195,2.6212,1.3852,435.018,5.1267,2.9194,27,2297,1.17544623421855,1037,4131,25.1028806584362,29,4131,0.702009198741225
"33","OpXDIPGHFr8uMgfPwY6K","9/12/2023",08:31:53,"MFB003","Countermovement Jump",NA,NA,835.456,0.3888,235.2193,-0.2846,13747.8992,-8661.5808,2465,295.0485,1913.1345,228.9928,2473,296.006,1913.1187,228.991,2465,295.0485,0.292,46.3492,0.119,18.8889,0.219,34.7619,0.569,0.63,127.4152,237.2261,647.0255,364.6414,1.8618,-0.9527,-1.5103,1.7285,2.762,2.8519,-1612.0481,-18.9288,-2273.4455,-26.695,2932.5936,34.4348,54.738,4661.6881,0.2022,1239,1234,-1.0669,946.3613,966.7731,0.6897,1241,1224,-0.0656,955.9315,957.1872,2.0782,7016.8067,6731.0924,-2.1341,-0.127,NA,-7831.639,5380,961.1274,643.9597,17.5836,3163,2217,1.059,485.6529,475.4746,NA,0.9032,0.6172,226.8345,2.6635,1.4961,420.191,4.9339,2.7855,17,2465,0.689655172413793,946,5380,17.5836431226766,5,5380,0.0929368029739777
"34","gfxWf87RaVoHj1hUKN7U","9/12/2023",08:31:45,"MFB003","Countermovement Jump",NA,NA,836.718,0.3836,233.9949,-0.2398,15168.1416,-10684.054,2562,306.1964,1881.4602,224.8619,2558,305.7183,2060.2344,246.228,2579,308.2281,0.238,43.8306,0.113,20.8103,0.192,35.3591,0.564,0.543,117.1844,236.1736,608.557,353.358,2.0154,-0.8914,-1.3901,1.7275,2.7434,2.8317,-1475.182,-17.2956,-1991.6531,-23.3509,3122.9913,36.6151,58.9924,5031.6036,0.4691,1285,1273,3.7577,976.0796,905.3805,-0.5041,1283,1296,-2.3387,1006.026,1054.2083,-2.4504,7398.2301,7769.9115,7.2908,-4.5262,1750,-5289.918,5887,966.7606,703.5823,-17.3093,2434,3453,5.1192,508.1257,458.6349,9.7323,1.0387,0.7065,211.7335,2.4824,1.3739,396.8235,4.6525,2.769,13,2579,0.504071345482745,1019,5887,17.3093256327501,12,5887,0.203838967215899
"35","V1LN3FYLDIuiLC3q00OR","8/29/2023",08:38:19,"MFB003","Countermovement Jump",NA,NA,825.819,0.3877,232.1707,-0.2843,15232.7586,-9102.248,2588,313.3859,1941.0259,235.0425,2592,313.8702,1904.9491,230.6739,2588,313.3859,0.297,47.2178,0.116,18.442,0.216,34.3402,0.567,0.629,128.472,234.3741,637.018,362.8461,1.8243,-1.0041,-1.5428,1.7726,2.758,2.8538,-1692.8622,-20.1097,-2409.7265,-28.6254,2951.2943,35.0588,53.6911,4519.7865,-0.463,1290,1302,3.7969,1007.3621,933.6638,-0.541,1287,1301,0.0352,952.8102,952.1389,-5.8291,7172.4138,8060.3448,7.387,0.0635,NA,-7946.6795,5185,947.3015,627.8616,14.3298,2964,2221,-10.9976,421.5605,525.741,NA,0.9014,0.6164,224.267,2.6641,1.5261,412.751,4.9031,2.7842,14,2588,0.540958268933539,743,5185,14.3297974927676,12,5185,0.231436837029894
"36","k4EKh6FqRHi3XowIOK6E","8/29/2023",08:38:13,"MFB003","Countermovement Jump",NA,NA,826.119,0.378,229.3409,-0.2443,16481.4815,-10680.8421,2609,315.8141,1880.2222,227.597,2609,315.8141,2013.3472,243.7115,2621,317.2666,0.292,49.2411,0.108,18.2125,0.193,32.5464,0.559,0.593,112.9446,230.423,592.0295,343.3677,2.0401,-0.8714,-1.3445,1.7488,2.7234,2.8157,-1424.6682,-16.9177,-1925.2628,-22.8621,3068.546,36.4384,57.3419,4828.876,-0.2683,1301,1308,4.2066,979.6574,900.5648,-0.8775,1299,1322,-0.3536,1003.114,1010.2332,-6.2921,7722.2222,8759.2593,8.1585,-0.7009,960,-9993.735,4786,1071.6302,579.3354,4.0535,2490,2296,9.1678,584.9375,486.6927,16.8123,0.9427,0.6375,202.1655,2.4007,1.3412,389.864,4.6296,2.7362,23,2621,0.877527661198016,194,4786,4.05348934391977,7,4786,0.14625992478061
